"x" "y"
-0.991063808237615 -1.42354507545815
-0.784331465054522 -0.753662152440625
1.06052290127044 -0.196825350170026
1.05079804956118 0.775420083126389
-3.12307908425741 -1.98865782003888
1.2200829830004 1.094141260264
-1.85251951646948 -0.44154499415486
-0.965228925583795 0.559036219190976
1.25199983016463 0.92313548570033
-0.409783524136763 0.476900206431576
2.7724980871238 2.49547637812272
1.30574250414824 1.64841114219416
-0.489583023819469 2.02796448348189
2.38709512931712 1.41451874468695
-0.165032244549231 -0.362263298760724
2.91564418613625 1.1834002156302
0.149449592687768 0.430208267651751
-3.9455370373849 -2.16593313774902
-3.20233817216229 -1.23171155162983
0.516069919418698 0.375146135456233
-2.29306985297933 -2.02186911771809
-0.659073440114084 -0.684831021949771
-0.600809521230426 -0.418243388846878
-1.24565124716609 -1.02560056638809
-0.647937168971128 0.499085800344438
1.70670741556875 -0.636885207424788
-0.415004594474601 -0.603186362606707
-0.134436089941912 0.221323769838777
-0.307203682807726 -0.71601382430811
1.1958336956713 0.615873960089123
-0.0417836504076098 0.757888281381107
-3.17096800096266 -2.10397251726425
0.628178700565375 0.434757929121601
-1.10940943665456 -1.10891568074494
0.29368661954149 -0.31611289086726
-1.06433567858583 -0.0669154665230474
0.128376668346552 0.0256724699257894
3.52510932326991 2.68262996373862
2.71319779613718 2.7898538726318
4.37184921495519 1.75834950016292
3.35688769094921 2.62449966774665
0.773866531596693 -0.0862875657146592
-3.25311435276134 -1.06212279975253
0.510218358992606 0.087730776527488
1.72416837222888 0.935622839473768
0.409545816272525 -0.202308524051295
3.67180978684153 2.92852151821004
1.76600852359733 1.74555641628464
0.89415191837378 -0.861696816419326
-3.60915712341436 -1.80944201794507
-0.825102632321921 0.264019852255877
-0.604507093558177 -1.29976844942376
0.498271824057333 -1.17741294228624
-2.16494078910123 -1.35454177394846
-2.37806727168913 0.354975501805112
-4.09799271099396 -2.1440215788467
-1.5193966120518 -2.07268571484907
-0.740811461362156 -2.09082616450845
1.74486386264109 1.74883223044571
-3.37730297352322 -2.16313313055344
-0.9423395491897 0.252723286939535
0.929224654029722 1.48273382896033
0.439851486107364 -0.364616454607781
1.34912477249366 1.71832005550622
1.53502294513362 0.0321155479379692
